CAMIS,DBA,CUISINE.DESCRIPTION,full.address
41147597,EL NUEVO SABOR LATINO,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","4 avenue 620 , NY, US"
40965133,HO WON BAKE SHOPPE,Bakery,"hester street 146 , NY, US"
50010863,GIOVANIS BIG PIZZA,Pizza,"prospect ave 839A , NY, US"
50043384,BURGER KING,Hamburgers,"westchester ave 1607 , NY, US"
40604769,FAMOUS FAMIGLIA,Pizza,"amsterdam avenue 734 , NY, US"
41645519,NICK'S PIZZA,Pizza,"east gun hill road 1356 , NY, US"
50004933,MEE NOODLE SHOP,Chinese,"1st ave 223 , NY, US"
41600154,STARBUCKS COFFEE,Caf̩/Coffee/Tea,"greenwich avenue 122 , NY, US"
41093742,STONE CREEK,American,"east   27 street 140 , NY, US"
50015061,SPACE IBIZA NY,American,"w 50th st 637 , NY, US"
50037372,EMPANADAS MONUMENTAL,Spanish,"broadway 3772 , NY, US"
50000061,XI'AN FAMOUS FOODS,Chinese,"w. 45th st 24 , NY, US"
41110390,YIP'S RESTAURANT,Asian,"beaver street 18 , NY, US"
41104230,LOBO,Mexican,"5 avenue 188 , NY, US"
50002383,YUMMY DIM SUM,Chinese,"roosevelt ave 135-46 , NY, US"
41699603,LAS PERLAS SALVADORENO RESTAURANTE,Spanish,"46 avenue 16008 , NY, US"
41627475,HAPPY DAYS DINER,American,"montague street 148 , NY, US"
40625816,THE FITZ,American,"lexington ave 687 , NY, US"
40723447,ADRIAN & ROCKY'S CATERING,American,"crossbay boulevard 13208 , NY, US"
41406895,SUN SAI GAI RESTAURANT,Chinese,"canal street 220 , NY, US"
41648536,PRAVDA,Russian,"lafayette street 281 , NY, US"
40373597,PETES PIZZERIA & RESTAURANT,Pizza/Italian,"3 avenue 7522 , NY, US"
41686603,PORK SLOPE,American,"5 avenue 247 , NY, US"
41409894,PADO SUSHI,Asian,"46 avenue 17153 , NY, US"
41675034,ARLINGTON CLUB,Steak,"lexington avenue 1032 , NY, US"
50003383,GEORGE'S RESTAURANT,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","broadway 733 , NY, US"
40876618,BIJAN'S,American,"hoyt street 7981 , NY, US"
41148002,WHAT A BAGEL CAFE,Bagels/Pretzels,"union turnpike 25701 , NY, US"
41354008,NEW HOP SHING KITCHEN,Chinese,"blake avenue 533 , NY, US"
40809948,44 & X HELL'S KITCHEN,American,"10 avenue 622 , NY, US"
40931477,EUROPA CAFE,Sandwiches/Salads/Mixed Buffet,"madison avenue 515 , NY, US"
40573715,HUDSON BAR AND BOOKS,American,"hudson street 636 , NY, US"
50008317,El Patron Restaurant & Lounge,Mexican,"bay st 520 , NY, US"
41561808,FLAFEL ON BROADWAY,Middle Eastern,"broadway 3151 , NY, US"
40750324,MARRIOTT MARQUIS PASTRY SHOP,Bakery,"broadway 1535 , NY, US"
40715372,HENRY'S,American,"broadway 2745 , NY, US"
41017839,BIG EASY CAJUN,Cajun,"queens boulevard 9015 , NY, US"
41267527,KARP TAVERN,American,"lefferts boulevard 8172 , NY, US"
41445835,SAM WON GAHK,Korean,"northern boulevard 14420 , NY, US"
41564588,FRIENDLY RESTAURANT,Chinese,"40 avenue 1205 , NY, US"
40675225,BEHAN'S PUB,Irish,"katonah ave 4299 , NY, US"
50015841,19 CAFE,Caf̩/Coffee/Tea,"manhattan ave 84 , NY, US"
40616482,THE CARNEGIE CIGAR CLUB AND LOUNGE,American,"west   56 street 156 , NY, US"
41709569,BUN-KER VIETNAMESE RESTAURANT,Asian,"metropolitan avenue 4663 , NY, US"
50042658,FISH & SHRIMP RESTAURANT SPOT,Seafood,"amsterdam ave 2089 , NY, US"
41529935,BAGELETTE,Bagels/Pretzels,"63 road 9742 , NY, US"
41422458,PROVINI CAFE,Italian,"8 avenue 1302 , NY, US"
50039301,RIVERDALE K GRILL HOUSE,Jewish/Kosher,"riverdale ave 5693 , NY, US"
41427008,GORDON BENNETT,American,"south    6 street 109 , NY, US"
41514752,FRANCOIS PAYARD BAKERY,Bakery,"west houston street 116 , NY, US"
50042275,HERBS THAI BISTRO,Thai,"east   45 street 251 , NY, US"
40550155,PARISI BAKERY,Delicatessen,"mott street 198 , NY, US"
41424929,AAHELI,Indian,"9 avenue 826 , NY, US"
50036627,MR.SOON TOFU,Korean,"northern blvd 15222 , NY, US"
41412063,BLACK HORSE PUB,American,"5 avenue 568 , NY, US"
41426013,MIMOSA,American,"sherman avenue 253271 , NY, US"
41479899,LA NUEVA VEGA,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","dekalb avenue 1495 , NY, US"
41709407,LA FONDA RESTAURANT,Spanish,"roosevelt avenue 6409 , NY, US"
41610646,FINANCIER PATISSERIE,Caf̩/Coffee/Tea,"nassau street 90 , NY, US"
50003460,WALLFLOWER,French,"w 12th st 235 , NY, US"
40483596,GERSHWIN THEATRE,American,"west   51 street 222 , NY, US"
41551945,LA BAGUETTE SHOP,Bakery,"church avenue 2705 , NY, US"
40599004,BOTANICA BAR,American,"east houston street 47 , NY, US"
50011059,PARDON MY FRENCH,French,"avenue b 103 , NY, US"
41185948,E.M.E.L.Y COFFEE SHOP,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","cromwell avenue 1368 , NY, US"
41722331,CONVENE AT 32 OLD SLIP,American,"old slip 32 , NY, US"
50039875,A TASTE OF BENATERI'S AT EDGEWATER,Sandwiches,"14th ave 11105 , NY, US"
41028080,BISTECCA FIORENTINA STEAK,Italian,"west 46 street 317 , NY, US"
50048761,STARBUCKS COFFEE,Caf̩/Coffee/Tea,"3rd ave 1077 , NY, US"
40512172,THE ASTORIA WORLD MANOR,American,"_astoria boulevard 2522 , NY, US"
50033472,MY PIZZA,Pizza,"university ave 1723 , NY, US"
41575411,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Caribbean,"flatbush avenue 568 , NY, US"
41649766,A & S CATERERS,American,"victory boulevard 3135 , NY, US"
50005087,BEIJA-FLOR,Brazilian,"29th st 3802 , NY, US"
41401282,RYE,American,"south    1 street 247 , NY, US"
41204257,SHEEP STATION,Australian,"4 avenue 149 , NY, US"
41510404,JUSTIN'S,Spanish,"francis lewis boulevard 24513 , NY, US"
41560644,GOODFELLA'S PIZZERIA,Italian,"hylan boulevard 1718 , NY, US"
40885315,PATSY'S PIZZERIA RESTAURANT,Italian,"east   60 street 204-206 , NY, US"
41570383,KUNG FU TEA,Caf̩/Coffee/Tea,"138 street 3810 , NY, US"
41384689,WASABI POINT,Asian,"woodside avenue 7618 , NY, US"
41622411,PATRICIA'S PIZZA & PASTA,Italian,"east tremont avenue 3883 , NY, US"
41372809,LIBERTADOR,Spanish,"2 avenue 1725 , NY, US"
50017042,ISADORA'S CAFE,American,"e 52nd st 16 , NY, US"
50039524,CREPES AND DELICES,French,"e 86th st 222 , NY, US"
41279614,BLUE RIBBON SUSHI BAR & GRILL,Japanese,"columbus circle 6 , NY, US"
41076181,NEW THRIVING RESTAURANT OF GUYANA,Chinese,"liberty avenue 10702 , NY, US"
40912833,COSI,Sandwiches,"east   56 street 60 , NY, US"
41674832,CHARLEY'S GRILLED SUBS,American,"7th ave 401 , NY, US"
41485097,NEW WONJO RESTAURANT,Korean,"west   32 street 23 , NY, US"
41441583,FRITZIES BAKE SHOP,Filipino,"roosevelt avenue 6910 , NY, US"
40607341,STEINWAY BILLIARD,American,"steinway street 3525 , NY, US"
50002768,VIVA,Tapas,"sherman avenue 65 , NY, US"
50033185,BELLA PIZZA,Pizza,"newtown ave 3101 , NY, US"
41572018,"AIR BAR, NY DELI, TIM HORTONS",American,"sutphin boulevard 9340 , NY, US"
41044884,LARRY  LAWRENCE,American,"grand street 295 , NY, US"
41312472,X CAFFE,Caf̩/Coffee/Tea,"broadway 3952 , NY, US"
50004795,KOSHER HAVEN (BROOKLYN COLLEGE),Pizza,"bedford avenue 2900 , NY, US"
41530812,CUBANA SOCIAL,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","north    6 street 70 , NY, US"
41414572,REFRIED BEANS,Mexican,"fort washington avenue 591 , NY, US"
41374711,NEW TU DO RESTAURANT,Vietnamese/Cambodian/Malaysia,"bowery 102 , NY, US"
50009411,DELICIAS CANELAS #4,Bakery,"sutphin blvd 9418 , NY, US"
41632866,CITY CAFE,Delicatessen,"west   43 street 35 , NY, US"
41626403,LTK LITTLE THAI KITCHEN,Thai,"east   53 street 231 , NY, US"
50053388,CANOA,Spanish,"castle hill ave 1368 , NY, US"
41701643,OTHA'S,Caf̩/Coffee/Tea,"broadway 297 , NY, US"
50003113,HIBISCUS RESTAURANT & LOUNGE II,Caribbean,"jamaica avenue 221-13 , NY, US"
50001262,BRYANT PARK GRILL,American,"west 40th street 25 , NY, US"
41626426,CAM TAK EXPRESS RESTAURANT,Chinese,"flatbush avenue 1073 , NY, US"
40662349,SANFORDS RESTAURANT,American,"broadway 3013 , NY, US"
50017230,PARSONS DELI & GROCERY,American,"jamaica ave 15527 , NY, US"
50010874,LITTLE ITALY PIZZA,Pizza/Italian,"w 92nd st 214 , NY, US"
41318874,LUNA PIENA,Italian,"east   53 street 243 , NY, US"
40883740,JOYCE'S WEST INDIES RESTAURANT,Caribbean,"avenue d 5013 , NY, US"
41571021,OM INDIAN RESTAURANT,Indian,"2 avenue 1593 , NY, US"
40725471,GENTE,Italian,"east   45 street 153 , NY, US"
50043755,TWO HANDS TRIBECA,Australian,"church st 251 , NY, US"
50007578,UNITED CLUB,American,"la guardia airport 000 , NY, US"
50003457,GRULLON BAKERY,Bakery,"broadway 3522 , NY, US"
41325258,CIAO BELLA NAPOLI,Pizza,"7 avenue 257 , NY, US"
41247333,DELICIAS MANABITAS RESTAURANT,Spanish,"35 avenue 4205 , NY, US"
41280792,JOHNNY UTAHS,American,"west   51 street 25 , NY, US"
50053112,MODERN LOVE,Vegetarian,"union ave 317 , NY, US"
50017056,SILVER SPOON DINER,American,"junction blvd 5821 , NY, US"
41491093,HAAGEN-DAZS,"Ice Cream, Gelato, Yogurt, Ices","east    8 street 55 , NY, US"
40966216,ALMOND,French,"east   22 street 12 , NY, US"
40399334,ACAPPELLA RESTAURANT,Italian,"hudson street 1 , NY, US"
40546350,SWEET CHEF SOUTHERN STYLES BAKERY,Bakery,"hamilton place 122 , NY, US"
41041594,THE DUGOUT,American,"river avenue 880 , NY, US"
41576490,SILO CAFE,American,"east   32 street 31 , NY, US"
40366812,CARA MIA,Italian,"hillside avenue 22020 , NY, US"
41355657,PRIMA PIZZA,Pizza,"braddock ave 22270 , NY, US"
50050574,TAIPAN,Chinese,"horace harding expy 18422 , NY, US"
50003580,XING WONG BBQ,Chinese,"e broadway 89 , NY, US"
41647764,PAN UGO BAKERY,Bakery,"jamaica avenue 8442 , NY, US"
41668846,FRUIT AND VEGETABLES ANAYELYS BOUTIQUE,Spanish,"crescent avenue 613 , NY, US"
40900694,CHOPSTIX RESTAURANT,Chinese,"5 avenue 8405 , NY, US"
40959910,CORNER DONUT COFFEE SHOP,American,"mott avenue 1933 , NY, US"
50005897,TI AMO PIZZA,Pizza,"victory blvd 3555 , NY, US"
41655771,TC TAKE OUT KITCHEN,Caribbean,"church avenue 4824 , NY, US"
40510605,HAMILTON DELI,Delicatessen,"amsterdam avenue 1129 , NY, US"
41531476,ANGIE'S BREAKFAST SPOT,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","broadway 1637 , NY, US"
41722947,TANKO JAPANESE FUSION,Japanese,"bell boulevard 3805 , NY, US"
40905384,BITE,American,"lafayette street 337 , NY, US"
40755172,PETER MCMANUS CAFE,Irish,"7 avenue 152 , NY, US"
40765318,CAFE DUKE,American,"broadway 545 , NY, US"
40397520,SHARAKU JAPANESE RESTAURANT,Japanese,"stuyvesant street 14 , NY, US"
41453317,DUNKIN' DONUTS,Donuts,"steinway street 3248 , NY, US"
41513074,WB CARIBBEAN RESTAURANT,Caribbean,"church avenue 9407 , NY, US"
50000799,GIOVANNI'S PIZZA & MEXICAN RESTAURANT,Mexican,"47 street 4559 , NY, US"
50000058,NAHM THAI KITCHEN,Thai,"5 ave 194 , NY, US"
40942073,RE SETTE,Italian,"west   45 street 7 , NY, US"
41262161,DUNKIN' DONUTS,Donuts,"coney island avenue 2419 , NY, US"
40996589,GENA'S GRILL,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","1 avenue 210 , NY, US"
41512126,LP 'N HARMONY,American,"grand street 683 , NY, US"
50053627,NATTO GARDEN,Asian,"5th ave 296 , NY, US"
40383945,PIZZA D'ORO,Pizza,"victory boulevard 3115 , NY, US"
41680425,KUNG FU TEA,Caf̩/Coffee/Tea,"55th st 806 , NY, US"
41482939,NUEVO SABOR RESTAURANT,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","10 avenue 4032 , NY, US"
41305392,DUNKIN' DONUTS,Donuts,"queens boulevard 13801 , NY, US"
40966222,ATERES AVROHOM,Jewish/Kosher,"ross street 75 , NY, US"
40597923,BASSETT CATERERS,American,"avenue x 1404 , NY, US"
41697654,HOT JALAPENO RESTAURANT,Mexican,"east  116 street 219 , NY, US"
40723936,NUCCI'S RESTAURANT,Italian,"forest avenue 616 , NY, US"
41019884,5TH & VINE,American,"richmond ro 1674 , NY, US"
41637092,NEW BAY COFFEE SHOP LUNCHEONETTE,American,"86 street 1950 , NY, US"
41303086,JUST SALAD,Salads,"maiden lane 98 , NY, US"
40929097,PIANOS,American,"ludlow street 158 , NY, US"
41085065,THE LEVEE,American,"berry street 212 , NY, US"
50048540,LA COLOMBE,Caf̩/Coffee/Tea,"prince st 154 , NY, US"
50000930,BACK TO JOHN'S  DELI,American,"3  ave 423 , NY, US"
40906867,SUBWAY,Sandwiches,"west   26 street 173 , NY, US"
40365525,DONUT PUB,Donuts,"west   14 street 203 , NY, US"
50005603,MARIO'S PIZZERIA,Pizza,"myrtle ave 6739 , NY, US"
41702880,RAKU IT'S JAPANESE II,Japanese,"west   76 street 57 , NY, US"
41222245,CAFE GRUMPY,Caf̩/Coffee/Tea,"west   20 street 224 , NY, US"
41098073,STOUT,American,"west   33 street 133 , NY, US"
41189470,CARRO CAFE,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","fulton street 3472 , NY, US"
41624996,N.Y. TRACKS CAFE,Caribbean,"ralph avenue 1556 , NY, US"
41062076,STARBUCKS,Caf̩/Coffee/Tea,"front street 67 , NY, US"
41695909,ELEVATE RESTAURANT,American,"bowery 93 , NY, US"
50045207,THE SPOT,Asian,"2nd ave 719 , NY, US"
41303553,SILVER KRUST WEST INDIAN RESTAURANT,Caribbean,"avenue a 9001 , NY, US"
50037729,HUNG HING RESTAURANT,Chinese,"bedford park blvd 239 , NY, US"
50038108,NO. 142 BAR,American,"sullivan st 142 , NY, US"
50054568,BURGER KING,American,"jamaica ave 15929 , NY, US"
50034322,RIVERVIEW RESTAURANT,Mediterranean,"50th ave 201 , NY, US"
41704910,BRONX UPTOWN SEAFOOD MARKET,Caribbean,"white plains road 3926 , NY, US"
50006605,AT YOUR MOTHER-IN-LAW,Korean,"brighton 4th st 3071 , NY, US"
50002037,CHABBA BBQ/FAMILY GRILL & CUISINE,Indian,"coney island avenue 786 , NY, US"
40370497,VIVOLO,Italian,"east   74 street 138140 , NY, US"
41526628,CHA CHAN TANG,Chinese,"mott street 45 , NY, US"
41250435,VINNIE'S PIZZERIA,Pizza/Italian,"bedford avenue 148 , NY, US"
40369495,DAN TEMPURA,Japanese,"broadway 2018 , NY, US"
41188437,YOMARIS RESTAURANT,Spanish,"4 avenue 234 , NY, US"
41302182,DELL'ANIMA,Italian,"8 avenue 38 , NY, US"
41126655,ZAYTOONS RESTAURANT,Middle Eastern,"myrtle avenue 472 , NY, US"
41417928,ALLEN RESTAURANT,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","randall avenue 1201 , NY, US"
50033842,RU YI BROADWAY RESTAURANT,Chinese,"broadway 8334 , NY, US"
41465261,HOT BIALYS & BAGELS,Bagels/Pretzels,"queens boulevard 11663 , NY, US"
50001470,GUAC STAR/ZIGOLINIS/LA DAMA,American,"pearl st 66 , NY, US"
41538244,BRAVEST,American,"2 avenue 700 , NY, US"
41719499,TOASTIES,American,"east   48 street 6 , NY, US"
50037849,MR. BO KY RESTAURANT,Chinese,"8th ave 6303 , NY, US"
50018616,THE CAMLIN,American,"kent ave 175 , NY, US"
41304897,BAR TANO,Italian,"thrid avenue 457 , NY, US"
41188824,MAX BRENNER,American,"broadway 841 , NY, US"
50003433,SUSHI KATSUEI,Japanese,"7th ave 210 , NY, US"
50001282,WAHI DINER,American,"broadway 3915 , NY, US"
50018480,''W'' CAFE,American,"5th ave 390 , NY, US"
40391092,BELAIRE CAFE,American,"east   71 street 525 , NY, US"
41611253,DUNKIN' DONUTS,Donuts,"allerton avenue 950 , NY, US"
41156149,Tasty Delicious Bakery,Caribbean,"rutland road 1096 , NY, US"
41316784,BURGER BURGER,Hamburgers,"pearl street 77 , NY, US"
40969600,EVO COCKTAIL LOUNGE & RESTAURANT,American,"unionport road 1306 , NY, US"
40806208,PAUL WEISS RIFKIN WHARTON,American,"6 avenue 1285 , NY, US"
41586136,NOSTRAND EXPRESS,American,"nostrand avenue 2184 , NY, US"
40391060,LUKE'S BAR & GRILL,American,"third avenue 1394 , NY, US"
40738177,LA CABANA,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","103 street 3917 , NY, US"
40424488,RENATO'S PASTRY SHOP,Bakery,"forest avenue 1646 , NY, US"
40692120,NEW ROMA PIZZA,Pizza,"delancy street 116 , NY, US"
50018443,VILLAS LOUNGE 2,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","audubon ave 130 , NY, US"
50038614,HAYMAKER BAR & KITCHEN,American,"w 29th st 252 , NY, US"
41190258,KI SUSHI,Japanese,"smith street 122 , NY, US"
41289909,CHICOJULIO,Mexican,"amsterdam avenue 768 , NY, US"
40389455,TOWNHOUSE OF NY,American,"east   58 street 236 , NY, US"
41388854,PUERTO PLATA RESTAURANT,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","fulton street 3123 , NY, US"
50015858,WILD HORSE TAVERN,American,"2nd ave 1629 , NY, US"
40390781,JOEY'S PLACE,Italian,"astoria boulevard 8414 , NY, US"
50015303,LA CABANA RESTAURANT,Mexican,"jamaica ave 10224 , NY, US"
41139255,HUDSON FOOD COURT,Delicatessen,"hudson street 333 , NY, US"
40396433,CHRISTINA'S RESTAURANT,Polish,"manhattan avenue 853 , NY, US"
41530056,TACO KING,Tex-Mex,"108 street 6405 , NY, US"
41233053,LA CABANA SALVADORENA,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","villa avenue 3150 , NY, US"
50007628,LUCKY STAR CHINESE RESTAURANT,Chinese,"104th st 3903 , NY, US"
50015444,99 CENTS FRESH SLICE PIZZA,Pizza,"stanton st 105 , NY, US"
41712846,FORCE FITNESS CLUB,"Juice, Smoothies, Fruit Salads","fresh pond road 6303 , NY, US"
41164793,LATINO'S BAR & GRILL RESTAURANT,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","broadway 3864 , NY, US"
41623748,THE COCK,American,"2 avenue 93 , NY, US"
50008569,ELIXIR,"Juice, Smoothies, Fruit Salads","n end ave 212 , NY, US"
41639463,CAFE 47,American,"west   66 street 47 , NY, US"
41650737,RED HOT II,Chinese,"7 avenue 349 , NY, US"
40994007,CONTINENTAL,American,"3 avenue 25 , NY, US"
40854586,CAFE SABARSKY,German,"5 avenue 1048 , NY, US"
41225181,STARBUCKS,Caf̩/Coffee/Tea,"hudson street 345 , NY, US"
50008598,GRACIE'S ON 2ND,American,"e 86th st 300 , NY, US"
40512002,RAINBOW FALAFEL,Middle Eastern,"east   17 street 26 , NY, US"
40366154,MICHAEL'S RESTAURANT,Italian,"avenue r 2929 , NY, US"
41676211,TURKISH EXPRESS,Turkish,"avenue h 1013 , NY, US"
41435782,LACONIA PIZZERIA,Pizza/Italian,"laconia avenue 3985A , NY, US"
41705979,NEPALESE INDIAN RESTAURANT,Indian,"seneca avenue 907 , NY, US"
41549943,BON BON JUICE BAR & GRILL,"Juice, Smoothies, Fruit Salads","audubon avenue 334 , NY, US"
41654379,CLUB MAX,Japanese,"east   53 street 238 , NY, US"
41680586,59 CHINA,Chinese,"nassau st 59 , NY, US"
41468442,LAS PALMAS BAKERY,Bakery,"jerome avenue 2269 , NY, US"
40838669,NELLY'S CORNER PIZZERIA RESTAURANT,American,"van wyck expressway 8824 , NY, US"
50001301,JS PERRY'S DINER,American,"3rd ave 2783 , NY, US"
50001880,GANG SAN DEUL,Korean,"northern blvd 248-25 , NY, US"
50003549,EL SABROSO RESTAURANT,Spanish,"w 37th st 265 , NY, US"
41302151,GOLDEN WAY CHINESE RESTAURANT,Chinese,"cross bay boulevard 13309 , NY, US"
50001202,CRESCENT GRILL,American,"crescent st 3840 , NY, US"
41698723,FLORIDITA RESTAURANT,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","12 avenue 2276 , NY, US"
40383281,GABY'S PIZZA,Pizza,"hillside avenue 20423 , NY, US"
50000053,LA GATA GOLOSA BAKERY CAFE,Spanish,"broadway 3018 , NY, US"
50042805,ITALIANA CREMOSA PIZZERIA & RESTAURANT,Italian,"101st ave 11011 , NY, US"
41455608,BORN THAI,Thai,"flatbush avenue 293 , NY, US"
41209994,ALL STAR PIZZA,Pizza,"arthur kill road 694 , NY, US"
50045642,THAI SLIDERS,Thai,"8th ave 150 , NY, US"
41594932,SUBWAY,Sandwiches,"avenue b 223 , NY, US"
41710976,SWEET MAMA'S SOUL FOOD,Soul Food,"lenox avenue 689 , NY, US"
50000123,S & S HOT SPOT ROTI SHOP & RESTAURANT,Caribbean,"liberty ave 10817 , NY, US"
50007319,YEDANG,Korean,"northern blvd 21003 , NY, US"
50002863,JOHN'S DELI,Sandwiches,"stillwell ave 2033 , NY, US"
40392939,JACKSON HOUSE RESTAURANT,Greek,"37 avenue 8214 , NY, US"
40969350,STARBUCKS,Caf̩/Coffee/Tea,"queens boulevard 10102 , NY, US"
41594796,EXTRA BAR CAFE,Italian,"avenue u 153 , NY, US"
41237756,PUPUSERIA EL COMAL,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","hillside avenue 1486062 , NY, US"
41026945,NEW DAWN RESTAURANT,American,"22 street 4021 , NY, US"
41576416,JUKAI,Japanese,"east   53 street 237 , NY, US"
50012867,CHILLZ RESTAURANT,Caribbean,"white plains rd 4744 , NY, US"
41658448,LULO RESTAURANT BRONX,Spanish,"grand concourse 2264 , NY, US"
41466358,WOLFGANG'S STEAKHOUSE,Steak,"east   54 street 200 , NY, US"
41347045,HIBERNIA,Irish,"west   50 street 401 , NY, US"
50001677,AFGAN KEBAB AND GRILL,Middle Eastern,"37th ave 74-16 , NY, US"
50006349,TRATTORIA BELVERDE,Italian,"lexington ave 165 , NY, US"
41539593,COATZINGO RESTAURANT,Mexican,"roosevelt avenue 7911 , NY, US"
50007953,La Compagnie des Vins Supernaturels,Mediterranean,"centre st 249 , NY, US"
41180783,O'SAKE JAPANESE RESTAURANT,Japanese,"beach  116 street 263 , NY, US"
50015645,FRESH & DELICIOUS,Chinese,"nostrand ave 1877 , NY, US"
40603518,"NORMA'S, BURGER JOINT",American,"west   57 street 118 , NY, US"
41040849,DISHES,American,"east   45 street 6 , NY, US"
41623838,HAPPY DRAGON,Chinese,"walton avenue 12791281 , NY, US"
41693949,LUCKY DRAGON BAKERY,Bakery,"8 avenue 5214 , NY, US"
41683431,SAFFRON GARDEN,Indian,"east   78 street 304 , NY, US"
41717852,DEAD RABBIT TAVERN,Irish,"water street 30 , NY, US"
40931915,AVENUE CAFE,Greek,"30 avenue 3527 , NY, US"
41709400,FU LAI O KITCHEN,Chinese,"3 avenue 6815 , NY, US"
41552184,NOM WAH TEA/DIM SUM PALOR,Chinese,"doyers street 13 , NY, US"
50043775,WING HING EXPRESS CHINESE FOOD,Chinese,"rogers ave 312 , NY, US"
41699493,STOP & GO CHICKEN,Chicken,"queens boulevard 120-36 , NY, US"
41629114,YI ZHANG FISHBALL,Chinese,"eldridge street 9 , NY, US"
50034453,DUNKIN' DONUTS,Donuts,"hillside ave 16910 , NY, US"
41672903,MALONEY & PORCELLI,American,"east   50 street 37 , NY, US"
40402089,HENRY ST. ALE HOUSE,American,"henry street 62 , NY, US"
41158806,SUSHI SEN-NIN,Japanese,"east   33 street 30 , NY, US"
50036444,ARTURO'S PIZZA,Pizza,"york ave 1610 , NY, US"
40392766,BERGEN BEACH CAFE,American,"avenue u 7112 , NY, US"
50036587,PLUG UGLIES,Other,"3rd ave 256 , NY, US"
50000786,DUNKIN' DONUTS,Donuts,"flatbush avenue 873 , NY, US"
50008168,MCDONALD'S,American,"jfk NA , NY, US"
40949448,BRASSERIE 8 1/2,American,"west   57 street 9 , NY, US"
41704670,AMICI PIZZERIA,Italian,"amboy road 6309 , NY, US"
41525442,FLEX MUSSELS,Seafood,"west   13 street 154 , NY, US"
40396264,DA NICO RESTAURANT,Italian,"mulberry street 164 , NY, US"
50001073,LE BARATIN,French,"greenwich ave 26 , NY, US"
41010148,NEW LANE PIZZERIA,Pizza/Italian,"jamaica avenue 7519 , NY, US"
40399970,TAI PAN BAKERY,Bakery,"canal street 194 , NY, US"
